"","geometry","elevation","elev_units"
"42429",c(-99.358333, 19.691667),2508,"meters"
"42430",c(-99.825, 19.708333),2629,"meters"
"42431",c(-100.142355, 19.3089534),2414,"meters"
"42432",c(-99.991667, 19.175),2746,"meters"
"42433",c(-98.758333, 19.341667),2949,"meters"
"42434",c(-99.458333, 19.725),2490,"meters"
"42435",c(-98.7937122, 19.0398103),2431,"meters"
"42436",c(-99.9413066, 19.1164471),2476,"meters"
"42437",c(-99.891667, 19.025),2767,"meters"
"42438",c(-99.341667, 19.375),3041,"meters"
"42439",c(-99.441667, 19.075),2764,"meters"
"42440",c(-99.7256537, 18.9037938),2222,"meters"
"42441",c(-99.9458104, 18.7558671),1990,"meters"
"42442",c(-100.108333, 19.358333),2528,"meters"
"42443",c(-100.025, 19.691667),2760,"meters"
"42444",c(-98.641667, 19.358333),3166,"meters"
"42445",c(-100.058333, 19.075),2161,"meters"
"42446",c(-99.382531, 19.836361),2362,"meters"
"42447",c(-98.891667, 19.191667),2385,"meters"
"42448",c(-100.195, 18.6275),1320,"meters"
"42449",c(-99.458333, 19.808333),2448,"meters"
"42450",c(-99.291667, 19.525),2455,"meters"
"42451",c(-98.891667, 19.175),2385,"meters"
"42452",c(-99.6550891, 18.9074038),1965,"meters"
"42453",c(-99.925, 20.008333),2887,"meters"
"42454",c(-100.008333, 19.441667),2590,"meters"
"42455",c(-99.491667, 19.191667),2568,"meters"
"42456",c(-99.608333, 18.975),2350,"meters"
"42457",c(-99.3624626, 19.5889278),2546,"meters"
"42458",c(-99.725, 19.875),2689,"meters"
"42459",c(-100.1221281, 19.7605994),2813,"meters"
"42460",c(-98.741667, 19.191667),2839,"meters"
"42461",c(-99.358333, 19.691667),2508,"meters"
"42462",c(-98.891667, 19.175),2385,"meters"
"42463",c(-99.975, 20.258333),2168,"meters"
"42464",c(-99.4771107, 19.7222392),2616,"meters"
"42465",c(-98.6874477, 19.3320059),3495,"meters"
"42466",c(-100.075, 19.258333),2460,"meters"
"42467",c(-98.891667, 19.258333),2235,"meters"
"42468",c(-99.441667, 19.308333),2777,"meters"
"42469",c(-99.458333, 19.208333),2641,"meters"
"42470",c(-98.791667, 19.191667),2491,"meters"
"42471",c(-100.141667, 19.075),2108,"meters"
"42472",c(-99.758333, 20.025),2621,"meters"
"42473",c(-99.425, 19.008333),2632,"meters"
"42474",c(-98.808333, 19.458333),2394,"meters"
"42475",c(-99.4631823, 19.9731596),2360,"meters"
"42476",c(-98.7041221, 19.6119957),2762,"meters"
"42477",c(-99.375, 19.641667),2534,"meters"
"42478",c(-100.741667, 18.925),501,"meters"
"42479",c(-99.5608395, 19.956945),2605,"meters"
"42480",c(-98.775, 19.175),2491,"meters"
"42481",c(-99.391667, 19.525),2958,"meters"
"42482",c(-99.891667, 19.175),3078,"meters"
"42483",c(-98.791667, 19.191667),2491,"meters"
"42484",c(-98.825, 19.508333),2348,"meters"
"42485",c(-99.6767961, 19.8908137),2651,"meters"
"42486",c(-99.575, 19.958333),2605,"meters"
"42487",c(-98.7881311, 19.3356384),2949,"meters"
"42488",c(-99.4340082, 19.2911865),2777,"meters"
"42489",c(-99.975, 20.258333),2168,"meters"
"42490",c(-99.058333, 19.558333),2401,"meters"
"42491",c(-98.758333, 19.491667),2661,"meters"
"42492",c(-100.158333, 19.408333),2764,"meters"
"42493",c(-99.5203232, 19.5747409),3370,"meters"
"42494",c(-100.108333, 19.191667),1934,"meters"
"42495",c(-99.941667, 18.975),2590,"meters"
"42496",c(-99.7410815, 19.2975692),2702,"meters"
"42497",c(-99.508333, 19.108333),2673,"meters"
"42498",c(-99.358333, 19.458333),2923,"meters"
"42499",c(-99.358333, 19.575),2588,"meters"
"42500",c(-98.891667, 19.191667),2385,"meters"
"42501",c(-99.452778, 19.085556),2732,"meters"
"42502",c(-99.941667, 18.858333),2312,"meters"
"42503",c(-100.058333, 19.175),2125,"meters"
"42504",c(-98.8259555, 19.7543447),2516,"meters"
"42505",c(-100.008333, 19.175),2746,"meters"
"42506",c(-99.825, 19.925),2674,"meters"
"42507",c(-100.1418053, 19.4103386),2764,"meters"
"42508",c(-99.325, 19.491667),2670,"meters"
"42509",c(-100.1142921, 19.8084382),2609,"meters"
"42510",c(-99.541667, 19.925),2538,"meters"
"42511",c(-99.4052206, 19.2986762),2974,"meters"
"42512",c(-100.248475, 18.8976154),1268,"meters"
"42513",c(-98.791667, 19.158333),2488,"meters"
"42514",c(-99.825, 19.925),2674,"meters"
"42515",c(-98.8581522, 19.1581315),2459,"meters"
"42516",c(-99.1015514, 19.5812759),2458,"meters"
"42517",c(-99.125, 19.575),2458,"meters"
"42518",c(-98.808333, 19.091667),2463,"meters"
"42519",c(-99.3624626, 19.5889278),2546,"meters"
"42520",c(-100.1325585, 19.2345359),2103,"meters"
"42521",c(-99.441667, 18.941667),1990,"meters"
"42522",c(-98.775, 19.608333),2442,"meters"
"42523",c(-99.6210437, 19.5968116),2739,"meters"
"42524",c(-100.125, 19.775),2813,"meters"
"42525",c(-99.741667, 20.108333),2519,"meters"
"42526",c(-99.458333, 18.791667),1460,"meters"
"42527",c(-99.010281, 20.013238),2477,"meters"
"42528",c(-99.891667, 19.025),2767,"meters"
"42529",c(-99.975, 18.858333),1969,"meters"
"42530",c(-99.508333, 19.058333),2766,"meters"
"42531",c(-99.425, 19.658333),2739,"meters"
"42532",c(-98.786128, 19.3031809),2772,"meters"
"42533",c(-99.290603, 19.729254),2488,"meters"
"42534",c(-100.091667, 19.358333),2573,"meters"
"42535",c(-99.125, 19.575),2458,"meters"
"42536",c(-100.308333, 18.925),1306,"meters"
"42537",c(-99.925, 20.008333),2887,"meters"
"42538",c(-99.297127, 19.726298),2488,"meters"
"42539",c(-99.9458104, 18.7558671),1990,"meters"
"42540",c(-100.1325585, 19.2345359),2103,"meters"
"42541",c(-98.791667, 19.158333),2488,"meters"
"42542",c(-99.1015514, 19.5812739),2458,"meters"
"42543",c(-99.408333, 19.541667),2779,"meters"
"42544",c(-99.441667, 18.925),1990,"meters"
"42545",c(-99.608333, 18.975),2350,"meters"
"42546",c(-99.8845813, 19.9714923),2744,"meters"
"42547",c(-98.775, 19.508333),2527,"meters"
"42548",c(-98.8259555, 19.7543447),2516,"meters"
"42549",c(-99.775, 19.875),2730,"meters"
"42550",c(-99.725, 19.875),2689,"meters"
"42551",c(-100.141667, 19.058333),2108,"meters"
"42552",c(-99.8431782, 19.9544803),2650,"meters"
"42553",c(-99.425, 19.008333),2632,"meters"
"42554",c(-98.825, 19.791667),2429,"meters"
"42555",c(-99.3820577, 19.4950571),3147,"meters"
"42556",c(-99.341667, 19.391667),3041,"meters"
"42557",c(-100.142355, 19.3089534),2414,"meters"
"42558",c(-99.3691384, 19.5045607),2708,"meters"
"42559",c(-99.3153945, 19.6117228),2436,"meters"
"42560",c(-99.6767961, 19.8908137),2651,"meters"
"42561",c(-99.5232821, 19.7901969),2716,"meters"
"42562",c(-100.008333, 19.175),2746,"meters"
"42563",c(-98.689358, 19.1176539),3182,"meters"
"42564",c(-100.191667, 19.291667),2359,"meters"
"42565",c(-99.279632, 19.752662),2420,"meters"
"42566",c(-99.275, 19.791667),2325,"meters"
"42567",c(-99.841667, 19.958333),2674,"meters"
"42568",c(-99.1015514, 19.5812739),2458,"meters"
"42569",c(-99.508333, 19.108333),2673,"meters"
"42570",c(-100.258333, 19.191667),1639,"meters"
"42571",c(-99.941667, 20.008333),2898,"meters"
"42572",c(-99.3814847, 19.5124343),2708,"meters"
"42573",c(-99.9559349, 19.1029347),2476,"meters"
"42574",c(-99.8845813, 19.9714923),2744,"meters"
"42575",c(-100.041667, 19.058333),2062,"meters"
"42576",c(-100.1326336, 18.9728593),1671,"meters"
"42577",c(-99.9458104, 18.7558671),1990,"meters"
"42578",c(-99.408333, 19.558333),2779,"meters"
"42579",c(-98.758333, 19.641667),2382,"meters"
"42580",c(-98.808333, 19.525),2348,"meters"
"42581",c(-98.891667, 19.175),2385,"meters"
"42582",c(-99.7920286, 18.705783),1968,"meters"
"42583",c(-99.1930625, 19.5623315),2303,"meters"
"42584",c(-99.375, 19.491667),2923,"meters"
"42585",c(-100.1142921, 19.8084382),2609,"meters"
"42586",c(-98.641667, 19.691667),2646,"meters"
"42587",c(-98.758333, 19.475),2661,"meters"
"42588",c(-100.475, 18.875),1155,"meters"
"42589",c(-98.7093738, 19.1940983),3517,"meters"
"42590",c(-99.9559349, 19.1029347),2476,"meters"
"42591",c(-100.241667, 18.591667),1129,"meters"
"42592",c(-99.441667, 19.025),2632,"meters"
"42593",c(-99.4275833, 19.6423681),2739,"meters"
"42594",c(-99.9458104, 18.7558671),1990,"meters"
"42595",c(-99.441667, 19.641667),2739,"meters"
"42596",c(-99.3820577, 19.4950571),3147,"meters"
"42597",c(-99.9559349, 19.1029347),2476,"meters"
"42598",c(-100.1325585, 19.2345359),2103,"meters"
"42599",c(-99.4627394, 19.7189334),2490,"meters"
"42600",c(-99.641667, 19.025),2750,"meters"
"42601",c(-100.075, 19.025),1914,"meters"
"42602",c(-100.091667, 19.008333),1914,"meters"
"42603",c(-98.791667, 19.191667),2491,"meters"
"42604",c(-99.725, 19.875),2689,"meters"
"42605",c(-100.0415217, 19.0439662),2062,"meters"
"42606",c(-99.7934335, 18.6477487),2263,"meters"
"42607",c(-98.808333, 19.091667),2463,"meters"
"42608",c(-99.5978915, 19.1095205),2762,"meters"
"42609",c(-100.141667, 19.091667),2260,"meters"
"42610",c(-98.691667, 19.208333),3454,"meters"
"42611",c(-99.441667, 19.675),2619,"meters"
"42612",c(-99.358333, 19.575),2588,"meters"
"42613",c(-99.7962348, 18.7223222),1968,"meters"
"42614",c(-99.9306431, 18.7765802),1990,"meters"
"42615",c(-98.625, 19.358333),2839,"meters"
"42616",c(-99.508333, 19.058333),2766,"meters"
"42617",c(-99.8124951, 18.6918236),2061,"meters"
"42618",c(-100.491667, 18.841667),1370,"meters"
"42619",c(-98.775, 19.425),2864,"meters"
"42620",c(-98.825857, 19.753742),2516,"meters"
"42621",c(-99.297127, 19.726298),2488,"meters"
"42622",c(-99.358333, 19.691667),2508,"meters"
"42623",c(-100.0304113, 19.0228572),1916,"meters"
"42624",c(-99.358333, 19.358333),3005,"meters"
"42625",c(-100.491667, 18.841667),1370,"meters"
"42626",c(-99.9306431, 18.7765802),1990,"meters"
"42627",c(-99.641667, 19.025),2750,"meters"
"42628",c(-99.9700683, 18.8433879),1969,"meters"
"42629",c(-100.025, 19.691667),2760,"meters"
"42630",c(-100.091667, 19.025),1914,"meters"
"42631",c(-100.008333, 18.808333),1869,"meters"
"42632",c(-99.4567631, 19.9704587),2360,"meters"
"42633",c(-100.575, 18.941667),618,"meters"
"42634",c(-98.891667, 19.175),2385,"meters"
"42635",c(-100.458333, 18.875),1404,"meters"
"42636",c(-99.2997461, 19.6062421),2436,"meters"
"42637",c(-99.108333, 19.608333),2397,"meters"
"42638",c(-98.625, 19.358333),2839,"meters"
"42639",c(-100.3081971, 18.8089765),1110,"meters"
"42640",c(-99.358333, 19.341667),3005,"meters"
"42641",c(-99.825, 19.708333),2629,"meters"
"42642",c(-99.641667, 19.025),2750,"meters"
"42643",c(-100.0415217, 19.0439662),2062,"meters"
"42644",c(-98.675, 19.291667),3306,"meters"
"42645",c(-100.0162561, 19.0539608),2062,"meters"
"42646",c(-99.7920286, 18.705783),1968,"meters"
"42647",c(-100.241667, 18.591667),1129,"meters"
"42648",c(-99.2479983, 19.4284336),2325,"meters"
"42649",c(-99.275, 19.458333),2452,"meters"
"42650",c(-99.358333, 19.691667),2508,"meters"
"42651",c(-99.791667, 19.875),2730,"meters"
"42652",c(-100.191667, 18.658333),1320,"meters"
"42653",c(-99.4034427, 19.6422861),2630,"meters"
"42654",c(-98.7937137, 19.47145),2661,"meters"
"42655",c(-99.458333, 19.675),2619,"meters"
"42656",c(-99.297127, 19.726298),2488,"meters"
"42657",c(-100.141667, 19.058333),2108,"meters"
"42658",c(-100.008333, 19.041667),2088,"meters"
"42659",c(-99.025, 19.658333),2257,"meters"
"42660",c(-99.1930625, 19.5623315),2303,"meters"
"42661",c(-98.775, 19.425),2864,"meters"
"42662",c(-99.3624626, 19.5889278),2546,"meters"
"42663",c(-99.325, 19.491667),2670,"meters"
"42664",c(-99.9458104, 18.7558671),1990,"meters"
"42665",c(-99.4020693, 19.8262286),2324,"meters"
"42666",c(-99.9458104, 18.7558671),1990,"meters"
"42667",c(-99.4627394, 19.7189334),2490,"meters"
"42668",c(-99.358333, 19.358333),3005,"meters"
"42669",c(-99.958333, 19.075),2308,"meters"
"42670",c(-99.2468133, 19.4214699),2325,"meters"
"42671",c(-99.391667, 19.641667),2630,"meters"
"42672",c(-99.758333, 18.958333),2620,"meters"
"42673",c(-99.458333, 19.641667),2739,"meters"
"42674",c(-99.491667, 19.191667),2568,"meters"
"42675",c(-100.0288834, 19.0515779),2062,"meters"
"42676",c(-99.1930625, 19.5623315),2303,"meters"
"42677",c(-99.508333, 19.475),2989,"meters"
"42678",c(-101.8362023, 20.5178317),2210,"meters"
"42679",c(-99.3624626, 19.5889278),2546,"meters"
"42680",c(-99.175, 23.075),1266,"meters"
"42681",c(-99.225, 23.075),1893,"meters"
"42682",c(-99.208333, 23.125),1262,"meters"
"42683",c(-99.258333, 23.175),1798,"meters"
"42684",c(-99.241667, 23.075),1893,"meters"
"42685",c(-99.308333, 23.175),1575,"meters"
"42686",c(-99.025, 24.625),818,"meters"
"42687",c(-99.091667, 24.691667),646,"meters"
"42688",c(-98.975, 24.525),741,"meters"
"42689",c(-99.008333, 24.641667),818,"meters"
"42690",c(-98.975, 24.725),635,"meters"
"42691",c(-98.691667, 24.658333),681,"meters"
"42692",c(-98.991667, 24.708333),635,"meters"
"42693",c(-98.908333, 24.725),687,"meters"
"42694",c(-98.708333, 24.641667),773,"meters"
"42695",c(-99.125, 24.675),646,"meters"
"42696",c(-98.875, 24.725),687,"meters"
"42697",c(-98.608333, 24.891667),191,"meters"
"42698",c(-99.008333, 24.641667),818,"meters"
"42699",c(-99.091667, 24.691667),646,"meters"
"42700",c(-98.608333, 24.891667),191,"meters"
"42701",c(-99.091667, 24.691667),646,"meters"
"42702",c(-98.608333, 24.891667),191,"meters"
"42703",c(-99.008333, 24.641667),818,"meters"
"42704",c(-98.975, 24.525),741,"meters"
"42705",c(-99.091667, 24.691667),646,"meters"
"42706",c(-98.975, 24.525),741,"meters"
"42707",c(-104.255833, 23.331111),2573,"meters"
"42708",c(-104.265, 23.445556),2602,"meters"
"42709",c(-104.323611, 23.299444),2569,"meters"
"42710",c(-104.167778, 23.336667),2309,"meters"
"42711",c(-104.2525, 23.318333),2573,"meters"
"42712",c(-104.279167, 23.250278),2521,"meters"
"42713",c(-104.154444, 23.399722),2300,"meters"
"42714",c(-102.298611, 19.354167),2709,"meters"
"42715",c(-102.4001881, 19.3672802),1813,"meters"
"42716",c(-102.369444, 19.370833),2221,"meters"
"42717",c(-102.4112992, 19.3145047),1739,"meters"
"42718",c(-102.341667, 19.344444),2630,"meters"
"42719",c(-102.2501847, 19.3964454),2873,"meters"
"42720",c(-102.258519, 19.4117226),2873,"meters"
"42721",c(-102.4112992, 19.3145047),1739,"meters"
"42722",c(-102.335833, 19.384722),2930,"meters"
"42723",c(-102.344444, 19.469444),2321,"meters"
"42724",c(-102.351389, 19.406944),2930,"meters"
"42725",c(-102.3668544, 19.3853345),2366,"meters"
"42726",c(-102.3668543, 19.3506141),2221,"meters"
"42727",c(-102.4112992, 19.3145047),1739,"meters"
"42728",c(-107.4025, 27.995278),2604,"meters"
"42729",c(-115.849806, 32.100111),1502,"meters"
"42730",c(-115.683139, 30.966694),903,"meters"
"42731",c(-115.216583, 28.149972),367,"meters"
"42732",c(-116.599917, 32.000028),469,"meters"
"42733",c(-110.2241069, 23.4492741),94,"meters"
"42734",c(-110.166611, 23.716722),352,"meters"
"42735",c(-109.8884088, 23.743767),649,"meters"
"42736",c(-110.021409, 23.7828617),362,"meters"
"42737",c(-115.999972, 32.000111),1506,"meters"
"42738",c(-115.9755719, 32.2361032),1642,"meters"
"42739",c(-115.856225, 32.2172446),1168,"meters"
"42740",c(-115.9973548, 32.2840406),1471,"meters"
"42741",c(-109.8395835, 23.3324639),649,"meters"
"42742",c(-109.833306, 23.499944),779,"meters"
"42743",c(-99.348333, 19.040556),3127,"meters"
"42744",c(-92.608333, 15.425),1077,"meters"
"42745",c(-91.716389, 16.110667),1587,"meters"
"42746",c(-99.775, 18.718333),1968,"meters"
"42747",c(-92.608333, 15.425),1077,"meters"
"42748",c(-98.477778, 20.533608),1929,"meters"
"42749",c(-96.975556, 18.1375),2131,"meters"
"42750",c(-92.608333, 15.425),1077,"meters"
"42751",c(-98.150555, 20.274167),1385,"meters"
"42752",c(-98.108333, 20.125),2140,"meters"
"42753",c(-97.588417, 19.860972),1835,"meters"
"42754",c(-98.253555, 20.310278),2076,"meters"
"42755",c(-99.112778, 21.231944),1579,"meters"
"42756",c(-96.925, 19.508333),1422,"meters"
"42757",c(-96.581389, 16.023333),1482,"meters"
"42758",c(-99.348333, 19.040556),3127,"meters"
"42759",c(-92.794167, 15.715556),1343,"meters"
"42760",c(-91.716389, 16.110667),1587,"meters"
"42761",c(-92.883333, 17.143889),1759,"meters"
"42762",c(-96.841667, 19.941667),270,"meters"
"42763",c(-92.721108, 15.696389),1401,"meters"
"42764",c(-93.702219, 16.236108),1242,"meters"
"42765",c(-102.383611, 19.435833),2292,"meters"
"42766",c(-99.348333, 19.040556),3127,"meters"
"42767",c(-100.183806, 17.453942),2185,"meters"
"42768",c(-99.4875, 19.918611),2498,"meters"
"42769",c(-99.775, 18.718333),1968,"meters"
"42770",c(-99.9625, 18.865833),2312,"meters"
"42771",c(-99.775, 18.718333),1968,"meters"
"42772",c(-98.032203, 20.206142),1476,"meters"
"42773",c(-96.527222, 17.648333),2214,"meters"
"42774",c(-96.878889, 19.203889),1123,"meters"
"42775",c(-91.716389, 16.110667),1587,"meters"
"42776",c(-91.716389, 16.110667),1587,"meters"
"42777",c(-93.726389, 16.274722),891,"meters"
"42778",c(-92.608333, 15.425),1077,"meters"
"42779",c(-98.477778, 20.533608),1929,"meters"
"42780",c(-92.608333, 15.425),1077,"meters"
"42781",c(-99.275, 23.191667),1864,"meters"
"42782",c(-91.716389, 16.110667),1587,"meters"
"42783",c(-100.136583, 17.461972),2354,"meters"
"42784",c(-98.477778, 20.533608),1929,"meters"
"42785",c(-96.560556, 17.648333),2186,"meters"
"42786",c(-98.971389, 22.743328),72,"meters"
"42787",c(-92.895833, 17.184722),1844,"meters"
"42788",c(-92.608333, 15.425),1077,"meters"
"42789",c(-96.841667, 19.941667),270,"meters"
"42790",c(-93.471939, 15.983328),1351,"meters"
"42791",c(-96.56, 17.665556),1940,"meters"
"42792",c(-99.775, 18.718333),1968,"meters"
"42793",c(-99.348333, 19.040556),3127,"meters"
"42794",c(-102.363056, 19.336944),2221,"meters"
"42795",c(-99.775, 18.718333),1968,"meters"
"42796",c(-91.716389, 16.110667),1587,"meters"
"42797",c(-99.348333, 19.040556),3127,"meters"
"42798",c(-98.693333, 19.1775),3517,"meters"
"42799",c(-98.693333, 19.1775),3517,"meters"
"42800",c(-100.008058, 19.056108),2088,"meters"
"42801",c(-100.142778, 25.231389),1798,"meters"
"42802",c(-98.477778, 20.533608),1929,"meters"
"42803",c(-92.708333, 15.725),1399,"meters"
"42804",c(-98.971389, 22.743328),72,"meters"
"42805",c(-92.608333, 15.425),1077,"meters"
"42806",c(-103.975, 19.491667),1912,"meters"
"42807",c(-103.958333, 19.46),1912,"meters"
"42808",c(-104.208333, 19.508333),1751,"meters"
"42809",c(-103.958333, 19.520833),1715,"meters"
"42810",c(-103.95, 19.449167),1684,"meters"
"42811",c(-103.961389, 19.489444),1912,"meters"
"42812",c(-103.943889, 19.438611),2165,"meters"
"42813",c(-104.191667, 19.570833),2159,"meters"
"42814",c(-103.951944, 19.469444),1912,"meters"
"42815",c(-104.130556, 19.5675),2304,"meters"
"42816",c(-104.204167, 19.55),1928,"meters"
"42817",c(-104.158333, 19.558333),2304,"meters"
"42818",c(-103.929167, 19.45),2165,"meters"
"42819",c(-103.934444, 19.451944),2165,"meters"
"42820",c(-103.956667, 19.486111),1912,"meters"
"42821",c(-103.970833, 19.487778),1912,"meters"
"42822",c(-100.479167, 25.319167),2752,"meters"
"42823",c(-103.975833, 19.44),1684,"meters"
"42824",c(-103.970833, 19.536111),1715,"meters"
"42825",c(-104.412778, 19.690556),975,"meters"
"42826",c(-104.275, 19.575),1683,"meters"
"42827",c(-104.325, 19.658333),1445,"meters"
"42828",c(-100.933778, 25.241556),2403,"meters"
"42829",c(-104.336389, 19.7125),997,"meters"
"42830",c(-104.291667, 19.591667),1652,"meters"
"42831",c(-104.353889, 19.854722),1467,"meters"
"42832",c(-105.194167, 20.368778),1207,"meters"
"42833",c(-104.243333, 19.549167),1683,"meters"
"42834",c(-104.2625, 19.543056),1683,"meters"
"42835",c(-104.240278, 19.553889),1928,"meters"
"42836",c(-104.225, 19.541667),1928,"meters"
"42837",c(-104.275, 19.525),1364,"meters"
"42838",c(-104.206667, 19.566667),1928,"meters"
"42839",c(-104.115556, 19.381389),1014,"meters"
"42840",c(-104.269444, 19.590833),1751,"meters"
"42841",c(-104.308333, 19.591667),1652,"meters"
"42842",c(-104.263889, 19.5875),1751,"meters"
"42843",c(-104.291667, 19.5875),1652,"meters"
"42844",c(-103.980278, 19.536944),1715,"meters"
"42845",c(-103.981667, 19.546667),1161,"meters"
"42846",c(-104.270556, 19.597222),1751,"meters"
"42847",c(-103.958333, 19.441667),1684,"meters"
"42848",c(-103.953889, 19.437778),1684,"meters"
"42849",c(-103.949722, 19.415833),1684,"meters"
"42850",c(-104.270556, 19.631667),1501,"meters"
"42851",c(-103.972222, 19.454167),1684,"meters"
"42852",c(-104.275, 19.591667),1751,"meters"
"42853",c(-104.275, 19.6),1751,"meters"
"42854",c(-104.4375, 19.711111),1262,"meters"
"42855",c(-104.308333, 19.608333),1652,"meters"
"42856",c(-103.625, 19.441667),1783,"meters"
"42857",c(-104.275, 19.591667),1751,"meters"
"42858",c(-104.131944, 19.672222),1004,"meters"
"42859",c(-104.204167, 19.595833),1765,"meters"
"42860",c(-104.325, 19.658333),1445,"meters"
"42861",c(-104.325, 19.641667),1445,"meters"
"42862",c(-104.208333, 19.591667),1765,"meters"
"42863",c(-104.2625, 19.543056),1683,"meters"
"42864",c(-104.251667, 19.592778),1751,"meters"
"42865",c(-103.1145662, 21.0244342),1722,"meters"
"42866",c(-104.263889, 19.5875),1751,"meters"
"42867",c(-104.275, 19.6),1751,"meters"
"42868",c(-104.241667, 19.625),1416,"meters"
"42869",c(-104.309722, 19.625278),1445,"meters"
"42870",c(-104.225, 19.558333),1928,"meters"
"42871",c(-104.208333, 19.591667),1765,"meters"
"42872",c(-104.286944, 19.625833),1445,"meters"
"42873",c(-104.275, 19.525),1364,"meters"
"42874",c(-104.280833, 19.621111),1751,"meters"
"42875",c(-104.258333, 19.591667),1751,"meters"
"42876",c(-104.275, 19.641667),1501,"meters"
"42877",c(-104.279167, 19.608333),1751,"meters"
"42878",c(-104.208333, 19.508333),1751,"meters"
"42879",c(-104.275, 19.608333),1751,"meters"
"42880",c(-104.227778, 19.583333),1765,"meters"
"42881",c(-104.225, 19.529167),1751,"meters"
"42882",c(-104.402778, 19.591667),881,"meters"
"42883",c(-104.294444, 19.503611),991,"meters"
"42884",c(-104.0928539, 19.4887607),1562,"meters"
"42885",c(-104.1071634, 19.2772756),854,"meters"
"42886",c(-104.325, 19.508333),991,"meters"
"42887",c(-104.108333, 19.3925),1014,"meters"
"42888",c(-104.388889, 19.679167),1154,"meters"
"42889",c(-104.141667, 19.475),1607,"meters"
"42890",c(-104.468333, 19.748056),1052,"meters"
"42891",c(-104.221111, 19.461667),1349,"meters"
"42892",c(-104.195833, 19.641667),1305,"meters"
"42893",c(-104.258333, 19.508333),1364,"meters"
"42894",c(-103.925, 19.475),1978,"meters"
"42895",c(-104.313889, 19.5125),991,"meters"
"42896",c(-104.275, 19.3925),753,"meters"
"42897",c(-104.410833, 19.784722),1465,"meters"
"42898",c(-104.115556, 19.381389),1014,"meters"
"42899",c(-104.325, 19.658333),1445,"meters"
"42900",c(-104.215278, 19.654167),1416,"meters"
"42901",c(-104.047225, 19.259414),1146,"meters"
"42902",c(-104.136111, 19.483333),1607,"meters"
"42903",c(-104.298889, 19.485278),749,"meters"
"42904",c(-104.391111, 19.597222),881,"meters"
"42905",c(-104.251389, 19.458333),1099,"meters"
"42906",c(-104.1915836, 19.8314423),1089,"meters"
"42907",c(-104.432222, 19.671111),975,"meters"
"42908",c(-103.975278, 19.438611),1684,"meters"
"42909",c(-104.191667, 19.475),1450,"meters"
"42910",c(-104.375, 19.558333),907,"meters"
"42911",c(-104.291667, 19.625),1445,"meters"
"42912",c(-104.008333, 19.008333),266,"meters"
"42913",c(-104.680737, 19.522677),433,"meters"
"42914",c(-104.243532, 19.43784),933,"meters"
"42915",c(-104.258333, 19.575),1683,"meters"
"42916",c(-104.241667, 19.558333),1928,"meters"
"42917",c(-99.1015758, 21.3845246),2107,"meters"
"42918",c(-104.0925809, 19.4882477),1562,"meters"
"42919",c(-104.258333, 19.591667),1751,"meters"
"42920",c(-104.275, 19.591667),1751,"meters"
"42921",c(-104.275, 19.541667),1683,"meters"
"42922",c(-105.3600275, 20.3009682),665,"meters"
"42923",c(-104.31, 19.625),1445,"meters"
"42924",c(-103.891667, 19.441667),1958,"meters"
"42925",c(-104.291667, 19.633333),1445,"meters"
"42926",c(-104.346944, 19.46),728,"meters"
"42927",c(-103.8119181, 21.8638559),1522,"meters"
"42928",c(-104.275, 19.591667),1751,"meters"
"42929",c(-103.972222, 19.454167),1684,"meters"
"42930",c(-103.958333, 19.4375),1684,"meters"
"42931",c(-104.275, 19.625),1501,"meters"
"42932",c(-104.2125, 19.608333),1765,"meters"
"42933",c(-104.058333, 19.508333),1680,"meters"
"42934",c(-104.25, 19.591667),1751,"meters"
"42935",c(-104.4675, 19.854444),2029,"meters"
"42936",c(-103.851389, 19.423889),1266,"meters"
"42937",c(-104.277222, 19.590833),1751,"meters"
"42938",c(-103.929167, 19.45),2165,"meters"
"42939",c(-103.591667, 19.641667),2223,"meters"
"42940",c(-104.4375, 19.711111),1262,"meters"
"42941",c(-103.981667, 19.546667),1161,"meters"
"42942",c(-104.388889, 19.679167),1154,"meters"
"42943",c(-103.891667, 19.441667),1958,"meters"
"42944",c(-103.949722, 19.415833),1684,"meters"
"42945",c(-103.958333, 19.441667),1684,"meters"
"42946",c(-104.384444, 19.676667),1154,"meters"
"42947",c(-104.325, 19.641667),1445,"meters"
"42948",c(-104.263889, 19.5875),1751,"meters"
"42949",c(-103.968611, 19.456111),1912,"meters"
"42950",c(-104.315833, 19.627778),1445,"meters"
"42951",c(-103.95, 19.449167),1684,"meters"
"42952",c(-104.204167, 19.595833),1765,"meters"
"42953",c(-104.1071634, 19.2772756),854,"meters"
"42954",c(-105.3600275, 20.3009682),665,"meters"
"42955",c(-104.468333, 19.748056),1052,"meters"
"42956",c(-105.0014334, 20.832589),494,"meters"
"42957",c(-104.347222, 19.651389),1303,"meters"
"42958",c(-104.243532, 19.43784),933,"meters"
"42959",c(-104.251389, 19.458333),1099,"meters"
"42960",c(-100.369444, 25.206111),2762,"meters"
"42961",c(-104.215278, 19.654167),1416,"meters"
"42962",c(-104.204167, 19.608333),1765,"meters"
"42963",c(-103.938889, 19.447222),2165,"meters"
"42964",c(-103.95, 19.449167),1684,"meters"
"42965",c(-103.925, 19.475),1978,"meters"
"42966",c(-103.941667, 19.458333),1978,"meters"
"42967",c(-103.95, 19.444444),1684,"meters"
