,Cleaned_NAMES-USE-THIS,Determination_HIST_PIPED,code,fastQ.file.name,Specimen.CODE,singleTip,subgenus,section,clade,lociRetained-2018-07,collectionDate,collectors,CollNum,Georeference_source,country-georef,state_province_georef,County_georef,City_georef,site,livingCollectionsNumber,OrigSourceInfo,Original.Source-.Cultivated,latitude_georef,longitude_georef,voucher1,MOR_Acc_Num,SRA_bioproject_accession,SRA_biosample_accession,SRA_library_ID,SRA_filename,SRA_Run_Accession_RADseq,SRA_Publication,SRA_SEQUENCES.USED.IN,tip
DM46,Castanopsis fissa,Castanopsis fissa,DM46,DM46,QUE000927,TRUE,,,,4793,42185,Min DENG,DM46,,China,Yunnan,Xi-chou,,"Ping-zai timber site, Xi-chou; Kunming Botanical Garden (living collection)",,"As it is living collection and it is small seedling, therefore, no voucher specimens: (Ping-zai timber site, Xi-chou, Yunnan, China 1840 25 deg 08'31.0""N 102 deg 44'39.0""E, Living collection of Kunming Botanical Garden), alt. 1888m",?,,,NONE,,PRJNA376740 (MOR- HiSEQ data); PRJNA400129(DENG-MiSeq data),SAMN07140796 (MOR-HiSEQ data); SAMN07557165 (DENG- MiSeq data),DM46|SRA_A3,DM46.fq.gz,SRR5632417|SRR5984321,"Hipp et al., 2018. New Phytol. (Oaks of the Americas)- [HiSeq data]| Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis) [MiSeq data]","Hipp et al., 2018. New Phytol. (Oaks of the Americas)|Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis); Hipp et al., 2019 (Oaks of the World)",Castanopsis_fissa|China|Yunnan|DM46|QUE000927
DM47,Quercus austrocochinchinensis,Cyclobalanopsis austrocochinchiensis|=Quercus austrocochinchinensis,DM47,DM47,QUE000928,TRUE,subg. Cerris,Cyclobalanopsis,CTB lineage,6567,40770,Min DENG,DM47,,China,Yunnan,Jinghong,,,,,,22.245,100.892,NONE,,PRJNA400129,SAMN07557127,SRA5,,SRR5984292,"Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis)","Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis); Hipp et al., 2019 (Oaks of the World)",Quercus_austrocochinchinensis|China|Yunnan|DM47|QUE000928
DM52,Quercus bella,Cyclobalnaopsis bella|=Quercus bella,DM52,DM52,QUE000930,TRUE,subg. Cerris,Cyclobalanopsis,Semiserrata,5364,41224,Yi-Gang SONG,DM52,,China,Guangxi,Dayaoshan,,,,,,23.892,100.078,DM4196,,PRJNA400129,SAMN07557128,SRA6,,SRR5984291,"Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis)","Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis); Hipp et al., 2019 (Oaks of the World)",Quercus_bella|China|Guangxi|DM52|QUE000930
DM53,Quercus stewardiana,Cyclobalanopsis stewardiana|=Quercus stewardiana,DM53,DM53,QUE000931,TRUE,subg. Cerris,Cyclobalanopsis,Acuta,6653,,,DM53,,China,Fujian,Lishui,,,,,,27.747,119.189,DM3782,,PRJNA400129,SAMN07557157,SRA34,,SRR5984302,"Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis)","Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis); Hipp et al., 2019 (Oaks of the World)",Quercus_stewardiana|China|Fujian|DM53|QUE000931
DM54,Quercus acuta,Cyclobalanopsis acuta|=Quercus acuta,DM54,DM54,QUE000932,TRUE,subg. Cerris,Cyclobalanopsis,Acuta,4331,,,DM54,,,,,,Kew Gardens,,,?,,,DM3704,,PRJNA400129,SAMN07557123,SRA1,,SRR5984296,"Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis)","Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis); Hipp et al., 2019 (Oaks of the World)",Quercus_acuta|NA|NA|DM54|QUE000932
DM55,Quercus daimingshanensis,Cyclobalanopsis daimingshanica|=Quercus damingshanensis|=Quercus daimingshanensis,DM55,DM55,QUE000933,TRUE,subg. Cerris,Cyclobalanopsis,Semiserrata,3961,41215,Yi-Gang SONG,DM55,,China,Guangxi,Wuming,,,,,,23.5,108.435,DM4121,,PRJNA400129,SAMN07557134,SRA12,,SRR5984315,"Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis)","Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis); Hipp et al., 2019 (Oaks of the World)",Quercus_daimingshanensis|China|Guangxi|DM55|QUE000933
DM56,Quercus gilva,Cyclobalanopsis gilva|=Quercus gilva,DM56,DM56,QUE000934,TRUE,subg. Cerris,Cyclobalanopsis,CTB lineage,4567,,,DM56,,China,Zhejiang,Zhoushan,,,,,,29.812,121.786,DM3660,,PRJNA400129 (Deng- MiSEQ)| PRJNA376740 (MOR- HiSeq),SAMN07557138 (Deng- MiSeq)|SAMN11229608(MOR- HiSeq),SRA_A1|DM56,DM56.fq.gz|,SRR5984311|,"Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis)- [MiSeq]; Oaks of World [HiSeq]","Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis); Hipp et al., 2019 (Oaks of the World)",Quercus_gilva|China|Zhejiang|DM56|QUE000934
DM57,Quercus engleriana,Quercus engleriana,DM57,DM57,QUE000935,TRUE,subg. Cerris,Ilex,East Asian Ilex,3950,40826,Min DENG,DM57,,China,Yunnan,Yongan,,,,,,25.94,117.516,DL_264,,PRJNA400129,SAMN07557160,SRA36,,SRR5984303,"Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis)","Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis); Hipp et al., 2019 (Oaks of the World)",Quercus_engleriana|China|Yunnan|DM57|QUE000935
DM58,Quercus yiwuensis,Quercus yiwuensis,DM58,DM58,QUE000936,TRUE,subg. Cerris,Ilex,East Asian Ilex,4803,40772,Min DENG,DM58,,China,Yunnan,Puer,,,,,,22.91,100.68,DM4639,,,SAMN09658926,,,,"Jiang et al., (East Asian origins of European holly oaks, section Ilex)","Jiang et al., (East Asian origins of European holly oaks, section Ilex); Hipp et al., 2019 (Oaks of the World)",Quercus_yiwuensis|China|Yunnan|DM58|QUE000936
DM59,Quercus utilis,Quercus utilis,DM59,DM59,QUE000937,TRUE,subg. Cerris,Ilex,East Asian Ilex,4276,40814,Min DENG,DM59,,China,Hunan,Yizhang,,,,,,24.925,112.997,DL_196-1,,,SAMN09658902,,,,"Jiang et al., (East Asian origins of European holly oaks, section Ilex)","Jiang et al., (East Asian origins of European holly oaks, section Ilex); Hipp et al., 2019 (Oaks of the World)",Quercus_utilis|China|Hunan|DM59|QUE000937
DM60,Quercus phanera,Cyclobalanopsis phanera|=Quercus phanera,DM60,DM60,QUE000938,TRUE,subg. Cerris,Cyclobalanopsis,Semiserrata,359,41084,Min DENG,DM60,,China,Hainan,Linshui,,,,,,18.7,109.85,DM4285,,PRJNA376740,SAMN11229671,DM60,DM60.fq.gz,SRR8860652,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_phanera|China|Hainan|DM60|QUE000938
DM61,Quercus poilanei,Cyclobalanopsis polianei|=Quercus polianei|=Quercus poilanei,DM61,DM61,QUE000939,TRUE,subg. Cerris,Cyclobalanopsis,Semiserrata,5565,41215,Yi-Gang SONG,DM61,,China,Guangxi,Wuming,,,,,,23.5,108.435,DM4152,,PRJNA400129,SAMN07557152,SRA29,,SRR5984288,"Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis)","Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis); Hipp et al., 2019 (Oaks of the World)",Quercus_poilanei|China|Guangxi|DM61|QUE000939
DM62,Quercus langbianensis,Cyclobalanopsis langbianensis|Quercus langbianensis,DM62,DM62,QUE000940,TRUE,subg. Cerris,Cyclobalanopsis,Semiserrata,4590,40838,Min DENG,DM62,,China,Yunnan,Pingbiang,,,,,,22.91,103.7,Not Recorded,,PRJNA400129,SAMN07557143,SRA20,,SRR5984285,"Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis)","Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis); Hipp et al., 2019 (Oaks of the World)",Quercus_langbianensis|China|Yunnan|DM62|QUE000940
DM63,Quercus augustini,Cyclobalanopsis augustinii|=Quercus augustinii|=Quercus augustini,DM63,DM63,QUE000941,TRUE,subg. Cerris,Cyclobalanopsis,Cyclobalanoides,3282,40838,Min DENG,DM63,,China,Yunnan,Pingbiang,,,,,,22.91,103.7,Not Recorded,,PRJNA400129,SAMN07557126,SRA4,,SRR5984297,"Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis)","Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis); Hipp et al., 2019 (Oaks of the World)",Quercus_augustini|China|Yunnan|DM63|QUE000941
DM65,Quercus litoralis,Cyclobalanopsis litoralis|=Quercus litoralis,DM65,DM65,QUE000943,TRUE,subg. Cerris,Cyclobalanopsis,Semiserrata,4465,41078,Min DENG,DM65,,China,Hainan,Changjiang,,,,,,19.095,109.182,DM2215,,PRJNA400129,SAMN07557145,SRA22,,SRR5984283,"Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis)","Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis); Hipp et al., 2019 (Oaks of the World)",Quercus_litoralis|China|Hainan|DM65|QUE000943
DM66,Quercus dolicholepis,Quercus spathulata|Quercus dolicholepis,DM66,DM66,QUE000944,TRUE,subg. Cerris,Ilex,East Asian Ilex,6535,,,DM66,,China,Yunnan,Longling,,,,,,24.666,105.187,DM3591,,,SAMN09658912,,,,"Jiang et al., (East Asian origins of European holly oaks, section Ilex)","Jiang et al., (East Asian origins of European holly oaks, section Ilex); Hipp et al., 2019 (Oaks of the World)",Quercus_dolicholepis|China|Yunnan|DM66|QUE000944
DM68,Quercus monimotricha,Quercus monimotricha,DM68,DM68,QUE000945,TRUE,subg. Cerris,Ilex,Himalayan subalpine,5926,41500,Min DENG,DM68,,China,Tibet,Cuona,,,,,,27.954,91.818,DM4705,,PRJNA400129,SAMN07557162,SRA38,,SRR5984318,"Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis)","Deng et al., 2018. Mol Phylogenet Evol (Phylogeny of East Asia oaks, Cyclobalanopsis); Hipp et al., 2019 (Oaks of the World)",Quercus_monimotricha|China|Tibet|DM68|QUE000945
DM71,Castanea dentata,Castanea dentata,DM71,DM71,QUE000948,TRUE,,,,3701,41422,"Louise Sherman, Lee Bannon",DM71,"google maps to southwest corner of Mississippi Palisades State Park, near site of and old abandoned homesite T25N, R3E, Sec. 34, Carroll County, Illinois, U.S.A. ",USA,IL,Carroll,,"The Morton Arboretum; Appalachia, Grid #BB-72/12-90",565-78,"Seeds collected by Raymond F. Schulenberg in the southwest corner of Mississippi Palisades State Park, near site of and old abandoned homesite T25N, R3E, Sec. 34, Carroll County, Illinois, U.S.A. ",F,42.13266,-90.157632,The Morton Arboretum (MOR),178447,PRJNA376740 (MOR- HiSeq)| PRJNA400129 (Deng- MiSeq),SAMN07140797 (MOR-HiSeq)| SAMN07557166 (DENG- MiSeq),DM71|SRA_A4,DM71.fq.gz,SRR5632562|,"Hipp et al., 2018. New Phytol. (Oaks of the Americas)","Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al (Oaks of the World)",Castanea_dentata|USA|IL|DM71|QUE000948
DM72,Lithocarpus litseifolius,Quercus agrifolia var. oxyadenia,DM72,DM72,QUE000949,TRUE,,,,3665,,,DM72,,,,,,Kunming Botanical Garden,,,?,,,NONE,,PRJNA376740,SAMN11229505,DM72,DM72.fq.gz,SRR8860743,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Lithocarpus_litseifolius|NA|NA|DM72|QUE000949
DM73,Lithocarpus mairei,lithocarpus mairei,DM73,DM73,QUE000950,TRUE,,,,5698,,,DM73,,,,,,Kunming Botanical Garden,,,?,,,NONE,,PRJNA376740,SAMN11229507,DM73,DM73.fq.gz,SRR8860745,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Lithocarpus_mairei|NA|NA|DM73|QUE000950
DM74,Lithocarpus hancei,Quercus agrifolia,DM74,DM74,QUE000951,TRUE,,,,6010,,"Deng, M., Song, Y.G. & Zou, Y.J",DM74,,,,,,Kunming Botanical Garden (living collection),,"Deng, M., Song, Y.G. & Zou, Y.J. 5940, China, Yunnan, Kunming Botanical Garden (living collection), alt. 1888m. ",?,,,NONE,,PRJNA376740,SAMN07140798,DM74,DM74.fq.gz,SRR5632522,"Hipp et al., 2018. New Phytol. (Oaks of the Americas)","Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Lithocarpus_hancei|NA|NA|DM74|QUE000951
OAKMOR588,Quercus suber,Quercus suber,OAKMOR588,OAK-MOR-588.fq.barcodeStripped,QUE000952,FALSE,subg. Cerris,Cerris,West Eurasian Cerris,9094,6-8 October 2013,Marco C. Simeone,TUS13-001,"Googgle maps to Sughereta di Tuscania, Tuscania, VT, Italy. Note: I'm not sure if this is exactly the same place referenced",Italy,Latium,,Tuscania,"Tuscania (VT), ""La sughereta"" Natural reserve",,,F,42.423736,11.906587,"TUS13-001, Tuscia university herbarium",,PRJNA376740,SAMN11229730,OAK-MOR-588,OAK-MOR-588.fq.barcodeStripped.fq.gz,SRR8860546,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_suber|Italy|Latium|TUS13-001|QUE000952
OAKMOR591,Quercus cerris,Quercus cerris,OAKMOR591,OAK-MOR-591.fq.barcodeStripped,QUE000953,FALSE,subg. Cerris,Cerris,West Eurasian Cerris,8817,6-8 October 2013,Marco C. Simeone,TUS13-002,"Google maps to Tuscania, VT, Italy",Italy,Latium,,Tuscania,"Tuscania (VT), ""Il cerro"" (wood reserve)",,,F,42.419516,11.870846,"TUS13-002, Tuscia university herbarium",,PRJNA376740,SAMN11229551,OAK-MOR-591,OAK-MOR-591.fq.barcodeStripped.fq.gz,SRR8860657,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_cerris|Italy|Latium|TUS13-002|QUE000953
OAKMOR593,Quercus crenata,Quercus crenata,OAKMOR593,OAK-MOR-593.fq.barcodeStripped,QUE000954,TRUE,subg. Cerris,Cerris,West Eurasian Cerris,9886,6-8 October 2013,Marco C. Simeone,TUS13-003,"Google maps to Valentano, Italy along SP13.",Italy,Latium,,Valentano,"Valentano (VT), ""Felceti"" (road SP 13)",,,F,42.556563,11.831754,"TUS13-003, Tuscia university herbarium",,PRJNA376740,SAMN11229573,OAK-MOR-593,OAK-MOR-593.fq.barcodeStripped.fq.gz,SRR8860719,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_crenata|Italy|Latium|TUS13-003|QUE000954
OAKMOR589,Quercus ilex,Quercus ilex,OAKMOR589,OAK-MOR-589.fq.barcodeStripped,QUE000955,FALSE,subg. Cerris,Ilex,west Himalayan-Mediterranean ,8187,6-8 October 2013,Marco C. Simeone,TUS13-004,"Google maps to Tuscania, VT, Italy",Italy,Latium,,Tuscania,"Tuscania (VT) ""Il cerro"" (just outside the wood reserve)",,,F,42.419516,11.870846,"TUS13-004, Tuscia university herbarium",,PRJNA376740,SAMN11229619,OAK-MOR-589,OAK-MOR-589.fq.barcodeStripped.fq.gz,SRR8860608,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_ilex|Italy|Latium|TUS13-004|QUE000955
OAKMOR692,Quercus robur,Quercus robur,OAKMOR692,OAK-MOR-692.fq.barcodeStripped,QUE000958,FALSE,subg. Quercus,Quercus,Roburoids,3334,6-8 October 2013,Marco C. Simeone,TUS13-007,"Google maps to Monte Rufeno National Reserve, Acquapendente, Italy",Italy,Latium,,Acquapendente,"Acquapendente (VT), Monte Rufeno Natural Reserve",,,F,42.783453,11.883371,"TUS13-007, Tuscia university herbarium",,PRJNA376740,SAMN07140910,OAK-MOR-692,OAK-MOR-692.fq.barcodeStripped.fq.gz,SRR5632408,"McVay et al., 2017. PRSB. (white oaks)","McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_robur|Italy|Latium|TUS13-007|QUE000958
OAKMOR683,Quercus laevis,Quercus laevis,OAKMOR683,OAK-MOR-683.fq.barcodeStripped,QUE000959,FALSE,subg. Quercus,Lobatae,Laurifoliae,4539,41500,"Klara Scharnagl, Robert Scharnagl, Karen Rimes",FL-PA-KS1,,USA,FL,Bay,Panama City,Parkway of residential area,,,F,30.156314,-85.652707,The Morton Arboretum (MOR),177661,PRJNA376740,SAMN07140904,OAK-MOR-683,OAK-MOR-683.fq.barcodeStripped.fq.gz,SRR5632561,"Hipp et al., 2018. New Phytol. (Oaks of the Americas)","Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_laevis|USA|FL|FL-PA-KS1|QUE000959
NX03,Quercus ellipsoidalis,Q. elliposidalis,NX03,NX03.fq.barcodeStripped,QUE000962,FALSE,subg. Quercus,Lobatae,Rubrae,4645,"July, 2012",Alexis Sullivan,NX03,,USA,WI,Oconto,,Nicolet National forest,,,F,45.32374774,-88.33032489,NONE,,PRJNA376740,SAMN11229582,NX03,NX03.fq.barcodeStripped.fq.gz,SRR8860692,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_ellipsoidalis|USA|WI|NX03|QUE000962
NX04,Quercus ellipsoidalis,Q. elliposidalis,NX04,NX04.fq.barcodeStripped,QUE000963,FALSE,subg. Quercus,Lobatae,Rubrae,3281,"July, 2012",Alexis Sullivan,NX04,,USA,WI,Oconto,,Nicolet National forest,,,F,45.32385075,-88.32963791,NONE,,PRJNA376740,SAMN11229583,NX04,NX04.fq.barcodeStripped.fq.gz,SRR8860559,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_ellipsoidalis|USA|WI|NX04|QUE000963
NX05,Quercus ellipsoidalis,Q. elliposidalis,NX05,NX05.fq.barcodeStripped,QUE000964,FALSE,subg. Quercus,Lobatae,Rubrae,5585,"July, 2012",Alexis Sullivan,NX05,,USA,WI,Oconto,,Nicolet National forest,,,F,45.32399149,-88.32947119,NONE,,PRJNA376740,SAMN11229584,NX05,NX05.fq.barcodeStripped.fq.gz,SRR8860667,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_ellipsoidalis|USA|WI|NX05|QUE000964
NX11,Quercus ellipsoidalis,Q. elliposidalis,NX11,NX11.fq.barcodeStripped,QUE000966,FALSE,subg. Quercus,Lobatae,Rubrae,6060,"July, 2012",Alexis Sullivan,NX11,,USA,WI,Oconto,,Nicolet National forest,,,F,45.32178327,-88.3284465,NONE,,PRJNA376740,SAMN11229585,NX11,NX11.fq.barcodeStripped.fq.gz,SRR8860680,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_ellipsoidalis|USA|WI|NX11|QUE000966
NX13,Quercus ellipsoidalis,Q. elliposidalis,NX13,NX13.fq.barcodeStripped,QUE000967,FALSE,subg. Quercus,Lobatae,Rubrae,5989,"July, 2012",Alexis Sullivan,NX13,,USA,WI,Oconto,,Nicolet National forest,,,F,45.32162452,-88.32843552,NONE,,PRJNA376740,SAMN11229586,NX13,NX13.fq.barcodeStripped.fq.gz,SRR8860603,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_ellipsoidalis|USA|WI|NX13|QUE000967
NX14,Quercus ellipsoidalis,Q. elliposidalis,NX14,NX14.fq.barcodeStripped,QUE000968,FALSE,subg. Quercus,Lobatae,Rubrae,6394,"July, 2012",Alexis Sullivan,NX14,,USA,WI,Oconto,,Nicolet National forest,,,F,45.32140299,-88.3284926,NONE,,PRJNA376740,SAMN11229587,NX14,NX14.fq.barcodeStripped.fq.gz,SRR8860606,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_ellipsoidalis|USA|WI|NX14|QUE000968
NX15,Quercus ellipsoidalis,Q. elliposidalis,NX15,NX15.fq.barcodeStripped,QUE000969,FALSE,subg. Quercus,Lobatae,Rubrae,3643,"July, 2012",Alexis Sullivan,NX15,,USA,WI,Oconto,,Nicolet National forest,,,F,45.32132671,-88.32801928,NONE,,PRJNA376740,SAMN11229588,NX15,NX15.fq.barcodeStripped.fq.gz,SRR8860720,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_ellipsoidalis|USA|WI|NX15|QUE000969
NX16,Quercus ellipsoidalis,Q. elliposidalis,NX16,NX16.fq.barcodeStripped,QUE000970,FALSE,subg. Quercus,Lobatae,Rubrae,5518,"July, 2012",Alexis Sullivan,NX16,,USA,WI,Oconto,,Nicolet National forest,,,F,45.32058483,-88.32778878,NONE,,PRJNA376740,SAMN11229589,NX16,NX16.fq.barcodeStripped.fq.gz,SRR8860722,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_ellipsoidalis|USA|WI|NX16|QUE000970
NX17,Quercus ellipsoidalis,Q. elliposidalis,NX17,NX17.fq.barcodeStripped,QUE000971,FALSE,subg. Quercus,Lobatae,Rubrae,5117,"July, 2012",Alexis Sullivan,NX17,,USA,WI,Oconto,,Nicolet National forest,,,F,45.32054451,-88.32663065,NONE,,PRJNA376740,SAMN11229590,NX17,NX17.fq.barcodeStripped.fq.gz,SRR8860623,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_ellipsoidalis|USA|WI|NX17|QUE000971
NX18,Quercus ellipsoidalis,Q. elliposidalis,NX18,NX18.fq.barcodeStripped,QUE000972,FALSE,subg. Quercus,Lobatae,Rubrae,5773,"July, 2012",Alexis Sullivan,NX18,,USA,WI,Oconto,,Nicolet National forest,,,F,45.32065767,-88.33182097,NONE,,PRJNA376740,SAMN11229591,NX18,NX18.fq.barcodeStripped.fq.gz,SRR8860626,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_ellipsoidalis|USA|WI|NX18|QUE000972
NX19,Quercus ellipsoidalis,Q. elliposidalis,NX19,NX19.fq.barcodeStripped,QUE000973,FALSE,subg. Quercus,Lobatae,Rubrae,6250,"July, 2012",Alexis Sullivan,NX19,,USA,WI,Oconto,,Nicolet National forest,,,F,45.32083117,-88.33247158,NONE,,PRJNA376740,SAMN11229592,NX19,NX19.fq.barcodeStripped.fq.gz,SRR8860530,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_ellipsoidalis|USA|WI|NX19|QUE000973
NX23,Quercus ellipsoidalis,Q. elliposidalis,NX23,NX23.fq.barcodeStripped,QUE000974,FALSE,subg. Quercus,Lobatae,Rubrae,5689,"July, 2012",Alexis Sullivan,NX23,,USA,WI,Oconto,,Nicolet National forest,,,F,45.32132495,-88.33222062,NONE,,PRJNA376740,SAMN11229593,NX23,NX23.fq.barcodeStripped.fq.gz,SRR8860682,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_ellipsoidalis|USA|WI|NX23|QUE000974
NM35,Quercus rubra,Quercus rubra,NM35,NM35.fq.barcodeStripped,QUE000975,FALSE,subg. Quercus,Lobatae,Rubrae,2225,"July, 2012",Alexis Sullivan,NM35,,USA,WI,Oconto,,Nicolet National forest,,,F,45.34811427,-88.38280717,NONE,,PRJNA376740,SAMN11229686,NM35,NM35.fq.barcodeStripped.fq.gz,SRR8860590,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_rubra|USA|WI|NM35|QUE000975
OAKMOR599,Quercus ithaburensis,Quercus ithaburensis,OAKMOR599,OAK-MOR-599.fq.barcodeStripped,QUE000977,FALSE,subg. Cerris,Cerris,West Eurasian Cerris,679,41549,M. Avishai and O. Fragman Sapir,KOCHAL2,,Israel,,,,Eastern Lower Galilee on road to Kachal village,,,F,32.0034,35.51062,The Morton Arboretum (MOR),185601,PRJNA376740,SAMN11229624,OAK-MOR-599,OAK-MOR-599.fq.barcodeStripped.fq.gz,SRR8860604,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_ithaburensis|Israel|NA|KOCHAL2|QUE000977
OAKMOR728,Quercus cerris,Quercus cerris,OAKMOR728,OAK-MOR-728.fq.barcodeStripped,QUE000980,FALSE,subg. Cerris,Cerris,West Eurasian Cerris,8551,41550,M. Avishai and O. Fragman Sapir,sample 1_s.n.,,Israel,,,,Mount Hermon Nature reserve,,,F,,,The Morton Arboretum (MOR),185597/185596,PRJNA376740,SAMN11229552,OAK-MOR-728,OAK-MOR-728.fq.barcodeStripped.fq.gz,SRR8860663,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_cerris|Israel|NA|sample_1_s.n.|QUE000980
OAKMOR729,Quercus cerris,Quercus cerris,OAKMOR729,OAK-MOR-729.fq.barcodeStripped,QUE000981,FALSE,subg. Cerris,Cerris,West Eurasian Cerris,7442,41550,M. Avishai and O. Fragman Sapir,sample 2-cerris_s.n.,,Israel,,,,Mount Hermon Nature reserve,,,F,,,Not Recorded,,PRJNA376740,SAMN11229553,OAK-MOR-729,OAK-MOR-729.fq.barcodeStripped.fq.gz,SRR8860664,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_cerris|Israel|NA|sample_2-cerris_s.n.|QUE000981
OAKMOR727,Quercus look,Quercus look,OAKMOR727,OAK-MOR-727.fq.barcodeStripped,QUE000983,TRUE,subg. Cerris,Cerris,West Eurasian Cerris,8631,41550,M. Avishai and O. Fragman Sapir,sample 2-look_s.n.,,Israel,,,,Mount Hermon Nature reserve,,,F,,,The Morton Arboretum (MOR),185595,PRJNA376740,SAMN11229650,OAK-MOR-727,OAK-MOR-727.fq.barcodeStripped.fq.gz,SRR8860700,"Hipp et al., 2019 (Oaks of the World)","Hipp et al., 2019 (Oaks of the World)",Quercus_look|Israel|NA|sample_2-look_s.n.|QUE000983
